LS-DYNA keyword deck by LS-PrePost
time,Sh-10001,Sh-10125,Sh-10250,Sh-10500,Sh-10620,Sh-10750,Sh-84001,Sh-84125,Sh-84250,Sh-84500,Sh-84620,Sh-84750,
    9.9773103557e-07,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -5.7733496730e-43,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,
    1.0989499515e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.8271282749e-40,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    5.1848043180e-44,
    1.1977599570e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.9169041425e-38,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.6615282122e-40,
    1.2989800098e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.5880024854e-36,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.7991039871e-38,
    1.3977900153e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.1030016379e-34,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    7.0115069523e-37,
    1.4990099544e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.2440009861e-32,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    1.1896009718e-34,
    1.5978099555e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.6756029744e-31,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    1.0435008452e-33,
    1.6990300082e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -6.7905054879e-30,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.1453009556e-31,
    1.7978400138e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -7.8936062386e-29,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.8232020856e-30,
    1.8990599528e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.8025969286e-45,   -9.8283074698e-28,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.5960018981e-29,
    1.9978699584e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -6.7262326288e-44,   -1.2067008052e-26,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.2038953930e-45,   -8.1110058125e-28,
    2.0990898975e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.1888282013e-42,   -1.0994006844e-25,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.6904930515e-43,   -1.7609011675e-26,
    2.1978999030e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -5.2550093711e-41,   -6.4634041301e-25,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.3961136600e-41,   -1.3027008633e-25,
    2.2991200694e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.0638013344e-39,   -2.5663013921e-24,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.8799378241e-40,    1.0950006648e-24,
    2.3979300749e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.5519016155e-38,    1.3593008986e-23,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.0338010757e-38,    3.4565022879e-23,
    2.4991500140e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.9849020562e-37,   -2.7067015717e-21,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.6060016013e-37,    4.4851027554e-23,
    2.5979600196e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.3528020940e-36,   -9.7180048679e-18,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.7092015384e-36,   -4.9400022343e-19,
    2.6991699542e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.2249027447e-35,   -7.0184023456e-15,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.6362013231e-35,   -2.0871006964e-16,
    2.7979799597e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.0485035633e-34,   -4.6003012597e-13,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.5039012993e-34,   -7.5391022974e-15,
    2.8991998988e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -5.5340047944e-33,   -4.7332016778e-13,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.5333013314e-33,   -1.6116005286e-13,
    2.9980099043e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -7.8838066876e-32,   -9.5566024712e-13,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.6019012532e-32,   -1.1030003950e-12,
    3.0992300708e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    2.8025969286e-45,   -1.0442007537e-30,   -1.9990005744e-12,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.9554015861e-31,   -1.3892004409e-13,
    3.1980400763e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    1.9618178501e-44,   -1.1264008167e-29,   -9.0267029962e-13,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    7.0064923216e-45,   -1.8946014213e-30,   -5.7090018477e-12,
    3.2992600154e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    1.5554412954e-43,   -1.6188011739e-28,   -4.4865010145e-12,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    2.3822073894e-44,   -1.6113011513e-29,   -7.6035020294e-12,
    3.3980700209e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    1.0397634605e-42,   -1.9405013378e-27,   -8.6261024365e-12,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.7137019770e-28,   -6.6214022112e-12,
    3.4992899600e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    4.0889889189e-42,   -1.5094010634e-26,   -1.2390003086e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.7672173756e-42,   -3.5723022981e-27,   -1.3735003586e-11,
    3.5980999655e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -6.0426792379e-41,   -7.7954057526e-26,   -2.5761007910e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.4580090132e-40,   -1.4243009985e-26,   -1.5475004958e-11,
    3.6993199046e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.8443035595e-39,   -1.0165006477e-25,   -3.8211010744e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.9401049457e-39,    3.8638025033e-25,   -2.5290006200e-11,
    3.7981199057e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.9785030459e-38,   -1.7758010367e-24,   -4.1685009611e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.7588040446e-38,    5.3206033262e-24,   -4.0910011490e-11,
    3.8993398448e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.9471050863e-37,   -1.7501009187e-20,   -5.0121014977e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.8547039229e-37,   -8.5959050215e-22,   -5.7146017085e-11,
    3.9981500777e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -7.2968072839e-36,   -1.4343005765e-17,   -5.9759017179e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.4747032581e-36,   -5.2774024853e-19,   -8.0371022337e-11,
    4.0993700168e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.0215008027e-34,   -3.0681009304e-15,   -7.7862022385e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.5167031461e-35,   -7.3669029609e-17,   -9.9801021614e-11,
    4.1981797949e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.4142011621e-33,   -7.8193026598e-14,   -9.9182023705e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.5381029978e-34,   -2.0447004770e-15,   -1.0616001828e-10,
    4.2994001888e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.1291018002e-32,    1.5520005799e-13,   -1.2029002794e-10,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.1882037200e-33,   -4.0893015970e-14,   -1.0491002511e-10,
    4.3982099669e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.4291019469e-31,   -4.2129014578e-13,   -1.3748002736e-10,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.7765043329e-32,   -6.6052022250e-14,   -1.0101001979e-10,
    4.4994299060e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.9400022136e-30,   -1.9438006163e-13,   -1.3727002868e-10,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.3411039290e-31,   -2.5851007211e-15,   -1.0705002856e-10,
    4.5982401389e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.1126028171e-29,    2.4802008320e-13,   -1.1523002691e-10,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.4335031452e-30,   -9.7213036232e-13,   -1.1199002142e-10,
    4.6994600780e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.3499029650e-28,   -1.0390003745e-12,   -8.6648022091e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -8.4254060519e-29,    1.3720003866e-13,   -1.0420003055e-10,
    4.7982598517e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.5859018399e-27,   -4.0311010823e-13,   -5.1180015087e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -7.4283050547e-28,   -1.2788004163e-12,   -8.5059022326e-11,
    4.8994797908e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.1442007578e-26,   -1.7664005024e-12,    8.3888026733e-12,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    8.6792061833e-28,   -1.6121005355e-12,   -5.2038016257e-11,
    4.9982900237e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    3.1481019759e-26,   -5.0021015975e-12,   -6.6216018779e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    1.2875008695e-25,   -8.7398030436e-13,    5.1073013006e-12,
    5.0995099627e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.8185031419e-23,   -2.7636009800e-12,   -1.3169003388e-10,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.4540009090e-24,   -5.8212015937e-12,    5.3992014852e-12,
    5.1983201956e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.6323022263e-20,   -5.5890019175e-12,   -5.7999015313e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.8624011881e-21,   -5.3510017597e-12,    2.5211005505e-10,
    5.2995401347e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.6482007148e-17,   -1.0085002278e-11,    1.6847004347e-10,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -4.9099026828e-19,   -1.1265002819e-11,   -7.6810025354e-12,
    5.3983499129e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.2894003509e-15,   -1.0748003182e-11,    7.6828016171e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -3.1305014242e-17,   -1.8874004790e-11,   -2.5514005839e-11,
    5.4995698520e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.2010003926e-14,   -2.0803006887e-11,    4.5687009731e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -8.4952031244e-16,   -1.9654004119e-11,    2.5877003318e-10,
    5.5983800848e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    5.4885017700e-14,   -2.8670009075e-11,    2.2876005257e-10,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -9.4468034537e-15,   -2.3877006275e-11,   -5.9078020254e-11,
    5.6996000239e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -1.3242004878e-13,   -3.9966009668e-11,    3.8904008487e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    2.1641005706e-14,   -3.2593008154e-11,    1.6883003329e-10,
    5.7984098021e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -2.8747010740e-14,   -5.4927014326e-11,   -7.7548016619e-11,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,   -9.5878030992e-14,   -4.3211014628e-11,    1.2190003174e-10,
    5.8996201915e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    3.5946011521e-14,   -6.0224013276e-11,    1.5082003701e-10,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    5.1275017489e-14,   -5.8759011545e-11,    2.4165006801e-11,
    5.9984299696e-06,    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,    4.0690009278e-14,   -6.4581014148e-11,    3.6226011774e-11,    0.0000000000e+00,    0.0000000000e+00,   -2.8025969286e-45,    3.0140010632e-14,   -7.5034020663e-11,    4.0219012148e-11,
    6.0996499087e-06,    0.0000000000e+00,    0.0000000000e+00,    5.6051938573e-45,    4.9342013765e-14,   -7.2694017472e-11,    1.4505002754e-10,    0.0000000000e+00,    0.0000000000e+00,   -2.3822073894e-44,   -6.4271022315e-13,   -9.3628022002e-11,    1.4778003821e-10,
    6.1984601416e-06,    0.0000000000e+00,    0.0000000000e+00,   -2.1579996351e-43,   -7.5968024189e-13,   -8.6174026248e-11,    8.9357028721e-11,    0.0000000000e+00,    0.0000000000e+00,   -5.1147393948e-43,    3.5152010968e-13,   -1.0526002292e-10,   -1.1252002802e-11,
    6.2996800807e-06,    0.0000000000e+00,    0.0000000000e+00,   -6.6617728994e-42,   -2.1346006153e-14,   -1.0531002459e-10,    2.0704005177e-10,    0.0000000000e+00,    0.0000000000e+00,   -1.0575599510e-41,   -6.6563020287e-13,   -1.0470002643e-10,   -8.0135023617e-11,
    6.3984898588e-06,    0.0000000000e+00,    0.0000000000e+00,   -1.0842126478e-40,   -1.0487003112e-13,   -1.1616002604e-10,    3.2900009106e-11,    0.0000000000e+00,    0.0000000000e+00,   -1.4407169901e-40,   -8.3597029039e-13,   -9.5727016591e-11,    2.7498006649e-10,
    6.4997097979e-06,    0.0000000000e+00,    0.0000000000e+00,   -1.7524022024e-39,   -2.1702008680e-12,   -1.9500004389e-10,    6.3782022199e-12,    0.0000000000e+00,    0.0000000000e+00,   -1.5225023737e-39,   -1.3551005207e-13,   -1.0211002877e-10,    2.2568004410e-10,
    6.5985200308e-06,    0.0000000000e+00,    0.0000000000e+00,   -2.6369026338e-38,   -2.5304007479e-13,   -1.1713002790e-10,    1.0570002512e-10,    0.0000000000e+00,    0.0000000000e+00,   -1.3506014477e-38,   -3.7329011410e-12,   -4.0447010324e-11,    1.7607003355e-10,
    6.6997399699e-06,    0.0000000000e+00,    0.0000000000e+00,   -3.7473037002e-37,   -2.9986009335e-12,   -3.9522014134e-12,    5.4732014060e-11,    0.0000000000e+00,    0.0000000000e+00,   -1.3799013094e-37,   -1.9679006688e-12,   -1.5540004006e-10,   -4.4753010325e-11,
    6.7985502028e-06,    0.0000000000e+00,    0.0000000000e+00,   -4.9818048236e-36,   -4.6321015600e-12,   -1.0457001931e-10,    1.0741002705e-11,    0.0000000000e+00,    0.0000000000e+00,   -1.4121012423e-36,   -2.2306009036e-12,   -1.0022001978e-10,   -2.5073007364e-13,
    6.8997701419e-06,    0.0000000000e+00,    0.0000000000e+00,   -7.6489067285e-35,   -4.6227015271e-12,   -1.4691004489e-12,   -2.0086005775e-11,    0.0000000000e+00,    0.0000000000e+00,   -1.6530014792e-35,   -7.0216020498e-12,   -1.0197002964e-10,   -1.4269004034e-10,
    6.9985699156e-06,    0.0000000000e+00,    0.0000000000e+00,   -9.2889078888e-34,   -1.1871003312e-11,    7.2113016947e-11,   -2.3221004980e-11,    0.0000000000e+00,    0.0000000000e+00,   -1.9728016337e-34,   -7.1648026054e-12,   -6.4981013626e-11,   -9.6604030331e-11,
    7.0997898547e-06,    0.0000000000e+00,    0.0000000000e+00,   -1.0498009439e-32,   -1.1871003312e-11,   -1.0921002991e-10,   -1.9448004318e-10,    0.0000000000e+00,    0.0000000000e+00,   -2.0262018166e-33,   -1.1234002444e-11,    1.4812003013e-10,   -1.1141002010e-10,
    7.1986000876e-06,    0.0000000000e+00,    0.0000000000e+00,   -1.4448011645e-31,   -1.3105003194e-11,    9.1252026768e-11,   -1.6684004178e-10,    0.0000000000e+00,    0.0000000000e+00,   -1.7600014230e-32,   -1.7796004254e-11,   -6.7684018112e-11,   -5.2494016078e-11,
    7.2998200267e-06,    0.0000000000e+00,    0.0000000000e+00,   -1.7667014293e-30,   -2.0651005211e-11,    1.6169003636e-10,   -1.1499002445e-10,    0.0000000000e+00,    0.0000000000e+00,   -3.2598026458e-31,   -2.3181005726e-11,    1.9702003917e-10,   -1.8043003203e-10,
    7.3986298048e-06,    0.0000000000e+00,    0.0000000000e+00,   -1.1061007627e-29,   -2.7198007735e-11,   -5.5734014626e-11,    3.8379008305e-11,    0.0000000000e+00,   -1.4012984643e-45,   -3.7552026558e-30,   -3.3000008975e-11,    8.5843020192e-11,   -1.5056003666e-10,
    7.4998501987e-06,    0.0000000000e+00,   -1.1210387715e-44,   -4.4840036614e-29,   -3.7201009634e-11,    2.3074005207e-10,    1.1335002381e-11,    0.0000000000e+00,   -2.9427267751e-44,   -7.3064056962e-30,   -3.8251009998e-11,    5.8518016821e-11,    1.0482002766e-10,
    7.5986599768e-06,    0.0000000000e+00,   -3.7694928690e-43,   -1.7266012507e-28,   -4.9264013008e-11,    9.0796023478e-11,   -1.5968002962e-11,    0.0000000000e+00,   -5.9835444427e-43,    3.9961028934e-28,   -4.1225009517e-11,    1.1933003197e-10,    1.6302004191e-10,
    7.6998803706e-06,    0.0000000000e+00,   -6.7794819704e-42,   -2.9618019345e-25,   -5.4598010141e-11,    1.0541002793e-10,    1.6008003256e-10,    0.0000000000e+00,   -9.1238543012e-42,   -7.8255055724e-27,   -5.0321014716e-11,    1.3172002378e-10,    1.7969004062e-10,
    7.7986896940e-06,    0.0000000000e+00,   -1.0111069069e-40,   -1.5868009053e-22,   -1.0314001736e-10,    1.5849004054e-10,    1.3452002012e-10,    0.0000000000e+00,   -9.3138703730e-41,   -5.8952032986e-24,   -6.3597016542e-11,    1.4580002483e-10,    5.0306012828e-11,
    7.8999100879e-06,    0.0000000000e+00,   -1.6315023747e-39,   -4.1044023448e-20,   -8.2623019537e-11,    1.9375005073e-11,    1.2048002873e-10,    0.0000000000e+00,   -8.6475809792e-40,   -1.2844007581e-21,   -7.6062024734e-11,    2.0071005621e-11,    9.9833030731e-11,
    7.9987103163e-06,    0.0000000000e+00,   -2.2034022658e-38,   -3.3829015260e-18,   -1.1589003195e-11,    2.2803004276e-11,    1.1587003058e-11,    0.0000000000e+00,   -8.3532130134e-39,   -1.0095005253e-19,   -9.8150022831e-11,    1.9466003809e-10,    1.1179003036e-11,
    8.0999298007e-06,    0.0000000000e+00,   -3.0653029480e-37,   -7.1137029754e-17,   -4.0906011217e-11,    5.2235011455e-11,    3.7151011434e-11,    0.0000000000e+00,   -9.1635093662e-38,   -3.8291017736e-18,   -1.1696002500e-10,    5.0558016974e-12,   -8.6773036673e-12,
    8.1987400335e-06,    0.0000000000e+00,   -4.4074042874e-36,    2.9114009999e-16,   -7.9842021883e-11,    2.5166005391e-10,   -1.1977002723e-10,    0.0000000000e+00,   -1.0049009484e-36,   -5.8732020483e-17,   -1.7834005106e-10,    1.7306003852e-11,   -6.8848017565e-11,
    8.2999604274e-06,    0.0000000000e+00,   -5.8922050376e-35,   -9.4568041599e-16,   -1.1245002846e-10,    1.6240004133e-11,   -1.3577003410e-10,    0.0000000000e+00,   -1.2884012146e-35,    9.0861032346e-17,   -6.8610020443e-11,    2.2776006775e-11,   -1.0630001740e-10,
    8.3987697508e-06,    0.0000000000e+00,   -6.1795053848e-34,    4.4643015481e-15,   -9.9487022787e-11,    5.7730011743e-11,   -7.0003017272e-11,    0.0000000000e+00,   -1.3231010846e-34,    3.5389010067e-16,   -6.4691016433e-11,    3.6955008498e-11,   -1.0992002447e-10,
    8.4999901446e-06,    0.0000000000e+00,   -8.7424078918e-33,   -2.4152007773e-14,   -9.4849031407e-11,    2.0650006011e-11,   -8.2330017803e-11,    0.0000000000e+00,   -1.1769009951e-33,   -4.6714015272e-15,   -1.0303002201e-10,    9.9369026896e-11,   -2.2850006609e-10,
    8.5988003775e-06,    0.0000000000e+00,   -1.0820009374e-31,    1.7712004416e-14,   -1.2679002293e-10,    1.9168005724e-11,   -1.0566002066e-11,    0.0000000000e+00,   -1.8916015420e-32,    1.5860004147e-14,    2.7516006834e-11,    9.2034019294e-11,    1.0528002775e-10,
    8.6976097009e-06,    0.0000000000e+00,   -7.1994058998e-31,    1.0109003478e-13,    3.3759009477e-11,   -2.5918005589e-11,   -4.3298011010e-11,    0.0000000000e+00,   -2.5247018462e-31,   -3.0111011612e-14,   -1.6727004504e-10,    2.3159006657e-10,    5.5238012081e-11,
    8.7988300947e-06,    0.0000000000e+00,   -2.7433019479e-30,   -2.7126008213e-14,   -5.6672014304e-11,    6.5483014844e-11,    9.7115024356e-11,    0.0000000000e+00,   -8.0374068887e-31,    2.0989007177e-14,   -1.2288003948e-11,   -6.5405021676e-11,    1.6247003742e-10,
    8.8976403276e-06,   -1.2611686179e-44,   -1.8706014377e-29,   -1.1836003030e-14,   -2.9152007197e-11,    8.4425022528e-11,    2.1304004394e-10,   -1.2611686179e-44,    2.0525016089e-29,   -6.5869022476e-14,    7.4518016757e-11,   -8.1280024378e-11,    2.6911008144e-12,
    8.9988598120e-06,   -1.3872854797e-43,   -1.8517012147e-26,    6.1459016587e-14,    1.7668004559e-10,    1.5133002490e-11,    5.5528016213e-11,   -1.7376100958e-43,   -4.3470034774e-28,    5.6918018747e-14,   -4.5072008625e-11,   -9.6010026318e-11,    1.1995002214e-10,
    9.0976600404e-06,   -2.0627113395e-42,   -8.2793050373e-24,   -1.5937006218e-13,   -6.6126014386e-11,   -1.0513002968e-10,   -2.2360006208e-11,   -1.5876711601e-42,   -3.0381020403e-25,    2.1886007275e-13,    7.3707019654e-11,   -4.5504012884e-12,    1.2150003226e-11,
