4.952698942682247, 8902.275769745465
11.847523650528657, 15237.338241855614
18.742348358375068, 20996.485943774693
25.63717306622148, 25871.19310575584
32.53199777406789, 32845.96720214188
39.4268224819143, 38377.642514503095
46.32164718976071, 50339.343485050835
53.21647189760711, 64766.00847835746
60.11129660545353, 72252.90049085207
67.00612131329996, 83133.57597054867
73.90094602114635, 91381.4982150821
80.79577072899278, 105450.27331548394
87.69059543683917, 122727.71642124024
94.5854201446856, 127396.73973672418
101.480244852532, 141938.58768406906
108.37506956037842, 151441.18139223522
115.26989426822482, 165263.1358768402
122.16471897607124, 175629.60174029414
129.05954368391764, 187003.91845158394
135.95436839176406, 197514.36300758505
142.84919309961046, 211336.31749219052
149.74401780745688, 224870.31459169975
156.63884251530328, 237396.4608433731
163.5336672231497, 245603.24631860736
170.4284919309961, 261152.9451137879
177.32331663884256, 269791.6666666663
184.21814134668895, 284045.55722891516
191.11296605453535, 294412.0230923691
198.00779076238175, 306938.16934404266
204.9026154702282, 320760.1238286474
211.7974401780746, 330694.65361445746
218.692264885921, 344948.54417670635
225.5870895937674, 356178.88219544827
232.48191430161384, 368273.0923694775
239.37673900946024, 379503.4303882192
246.27156371730663, 395485.06526104384
253.16638842515303, 404555.7228915659
260.06121313299946, 420105.42168674665
266.95603784084585, 429176.0793172687
273.85086254869225, 442134.1616465859
279.596549805231, 451204.81927710795
454.26544240400676, 760902.9869477907
461.16026711185316, 772565.2610441763
468.05509181969956, 784659.4712182058
474.94991652754595, 796753.6813922352
481.84474123539235, 808847.8915662647
488.73956594323886, 821374.0378179383
495.63439065108525, 830876.6315261039
