A0 f (kHz),A0 Phase velocity (m/ms),A0 Energy velocity (m/ms),A0 Propagation time (micsec),A0 Coincidence angle (deg),A0 Wavelength (mm),A0 Wavenumber (rad/mm),A0 Attenuation (Np/m),A1 f (kHz),A1 Phase velocity (m/ms),A1 Energy velocity (m/ms),A1 Propagation time (micsec),A1 Coincidence angle (deg),A1 Wavelength (mm),A1 Wavenumber (rad/mm),A1 Attenuation (Np/m)
0.001,0.00291705331802368,0.237809492606078,420.504660701859,90,2917.05331802368,0.00215394942161581,0,703.825846354166,20.0104515551094,0.844597933694053,118.39953190819,0.982157489622059,28.430970045735,0.220997922233123,0
8.5,0.265914867496491,0.519835018169511,192.368725662478,90,31.2841020584106,0.200842756983986,0,703.98095703125,19.9104515551094,0.848559195871153,117.846816682409,0.987090850499324,28.2826564500744,0.222156830221055,0
17,0.371850839051695,0.711470085877984,140.554047155188,67.2814159067107,21.8735787677468,0.287249991137451,0,704.136067708333,19.8104515551094,0.852551680268289,117.294942130114,0.992074024444576,28.1344081969613,0.223327438174378,0
25.5,0.450367064638873,0.844062336928202,118.474661911738,49.6055411861502,17.6614535152499,0.355756976726424,0,704.298014322916,19.7104515551094,0.856601816353423,116.7403548427,0.997107769782185,27.9859536080877,0.224512103291839,0
34,0.514316345352863,0.944936622617186,105.827203228753,41.8286170105278,15.1269513339077,0.415363622747668,0,704.4599609375,19.6104515551094,0.860678324713528,116.18742697312,1.00219286030819,27.8375672749544,0.225708850386241,0
42.5,0.568753123035871,1.02516292152447,97.5454709689408,37.0903474767808,13.3824264243734,0.469510170124008,0,704.628743489583,19.5104515551094,0.864778524283398,115.63654414622,1.0073300856869,27.6889805239656,0.226920066693727,0
51,0.616308884692175,1.09065076474412,91.6883783815629,33.8167906218304,12.0844879351407,0.519938067785943,0,704.797526041667,19.4104515551094,0.868925881583536,115.084614372125,1.01252025185981,27.5404649390921,0.228143763043773,0
59.5,0.658567449996993,1.14505351243183,87.3321630074938,31.3877710137708,11.0683605041511,0.567670822144175,0,704.96630859375,19.3104515551094,0.873123990831924,114.531270529766,1.01776418146716,27.3920204692185,0.229380133321682,0
68,0.696577977151356,1.19079018035613,83.9778507159784,29.4989219462365,10.2437937816376,0.613365071682959,0,705.141927083333,19.2104515551094,0.877333623176734,113.981725261948,1.0230627142827,27.2433829520949,0.23063161128807,0
76.5,0.731085336825063,1.22961451087608,81.3263011419342,27.9801393998208,9.55667106960867,0.657465895960451,0,705.317545572917,19.1104515551094,0.881598971911344,113.430259319831,1.02841670766214,27.0948194541032,0.231896186568908,0
85,0.762639857249347,1.26281384206073,79.1882355651205,26.7278744905608,8.9722336146982,0.700292210056429,0,705.5,19.0104515551094,0.885905647717165,112.878837896207,1.03382703700569,26.9460688236845,0.233176325210634,0
93.5,0.791655995232274,1.29137275318734,77.4369753064572,25.675198596707,8.46690903991737,0.742087257292764,0,714,15.5774319221014,1.06202740288689,94.1595289614673,1.26169967296088,21.8171315435594,0.287993189876257,0
102,0.818465461588813,1.31607799157632,75.9833388598998,24.7763244760767,8.02417119204719,0.78303231035336,0,722.5,13.5421677907418,1.19998988461215,83.3340357967446,1.45135952616741,18.7434848314765,0.33521969706658,0
110.5,0.843340797743117,1.33753965859761,74.7641382871955,23.9986907450093,7.63204341848974,0.823263831539224,0,731,12.1590455041346,1.31274699803406,76.1761406803881,1.61649693492709,16.6334411821267,0.377744162400449,0
119,0.866494415684592,1.35626628308063,73.7318336727058,23.3188662825726,7.28146567802178,0.862901177457255,0,739.5,11.1415156821134,1.40711564073175,71.0673644051005,1.76417271844066,15.0662821935272,0.4170362154692,0
127.5,0.888118967792774,1.37266151290171,72.8511720188083,22.7188492709672,6.96563896308058,0.902025692184429,0,748,10.3528636797039,1.48725268103206,67.2380700841004,1.89860989562003,13.8407268445239,0.453963536580127,0
136,0.908368227951693,1.38707115213126,72.0943549625037,22.1851108490624,6.67917814670363,0.940712340526585,0,756.5,9.71856267699014,1.55593642678442,64.2699780521658,2.02257630230356,12.8467451116856,0.489087722419612,0
144.5,0.927366740351773,1.39979178614306,71.4391961646928,21.7072585156975,6.41776290900881,0.97903044974748,0,765,9.19406938303071,1.61514709920532,61.91386533722,2.13801017611427,12.0183913503669,0.522797529553549,0
153,0.945247420357219,1.41102370031927,70.8705317829695,21.276431881249,6.17808771475306,1.01701134675954,0,773.5,8.75093113256517,1.66636291231669,60.0109371499234,2.24633100298576,11.3134209858632,0.555374480895815,0
161.5,0.962093500469771,1.42101660018844,70.3721546861163,20.8862751125443,5.95723529702645,1.05471498000353,0,782,8.37000701495865,1.71072894716134,58.4546138451288,2.34861894354952,10.7033337787195,0.587030680073893,0
170,0.977997746513531,1.42991371405982,69.934289752407,20.5311490473873,5.75292792066783,1.0921717417329,0,790.5,8.03788833492521,1.74915683986158,57.1704021738345,2.44571968263996,10.1681066855474,0.617930702488625,0
178.5,0.993043877719481,1.43787033322051,69.5473003994887,20.2063777546054,5.56327102363855,1.1294048556114,0,799,7.74487314286824,1.78238987835688,56.1044478619831,2.53830914683488,9.69320793850843,0.648204943816198,0
187,1.00729288722824,1.44500386256033,69.2039672633225,19.9083543258101,5.38659297983016,1.16644887235896,0,807.5,7.48375246847069,1.8110446064506,55.2167515056331,2.62693607081838,9.26780491451479,0.677958304596935,0
195.5,1.0208148354608,1.4514261764305,68.8977514832551,19.6337292796284,5.22155926066903,1.20331590498401,0,816,7.24903233100793,1.83564113752859,54.4768789256024,2.71205756514916,8.8836180527058,0.707277740882369,0
204,1.03366002603035,1.45722777544555,68.6234517931999,19.3799216124684,5.06696091191346,1.24003034884412,0,824.5,7.03644780389161,1.85662863044542,53.8610675070809,2.79405806038159,8.53419988343433,0.736236014271921,0
212.5,1.04588114606197,1.46248561292886,68.3767410195128,19.1445860759984,4.92179362852692,1.2766047870764,0,833,6.84263553891014,1.87439186065649,53.3506371314351,2.87326304542082,8.21444842606259,0.764894364330593,0
221,1.05752045007646,1.46728017535449,68.1533095585102,18.9258125256812,4.78516040758581,1.31305636007917,0,841.5,6.66490259430501,1.88926984917555,52.9305011899908,2.9499512383157,7.92026452086157,0.793304982507844,0
229.5,1.06862268659615,1.47163671387503,67.9515528915322,18.721832939248,4.6563080025976,1.34939211574372,0,850,6.50107016889863,1.90156138168958,52.5883628911036,3.02436075536771,7.64831784576309,0.821512054531083,0
238,1.07922347932771,1.47563604138923,67.767387889127,18.5312056852751,4.53455243415005,1.3856241378665,0,858.5,6.34933713409159,1.91153269316329,52.3140411658434,3.09670493019411,7.39584989410785,0.849555547657247,0
246.5,1.08935582882578,1.47930933656866,67.5991136728409,18.352662885168,4.41929342322831,1.4217624188868,0,867,6.20822661565748,1.91942013567682,52.0990679118506,3.16716277854883,7.16058433178486,0.877468236675795,0
255,1.09904785649507,1.48270730255622,67.4441947022167,18.1851275560709,4.30999159409831,1.45781845973509,0,875.5,6.07648542568275,1.92544033376482,51.9361718181471,3.23590074563097,6.94058872151085,0.905281318241235,0
263.5,1.1083376271566,1.4858438020582,67.3018253072626,18.0274428886579,4.20621490382012,1.49378608816995,0,884,5.95308138492831,1.92978595563723,51.8192184516023,3.30305280511428,6.73425496032614,0.933018625548933,0
272,1.11723276400585,1.48876561640154,67.1697404200588,17.8790433857244,4.10747339708034,1.52969592247287,0,892.5,5.83710275149674,1.93263200211295,51.7429080604428,3.36875685214792,6.5401711501364,0.960706556899286,0
280.5,1.12577609124339,1.49147496188699,67.0477229289063,17.7388349944777,4.01346200086771,1.56552754350762,0,901,5.72780669309681,1.93414675245463,51.7023849783322,3.43311464067937,6.35716614106194,0.988362608080274,0
289,1.13398152321421,1.49401196516973,66.9338682228287,17.6062619158297,3.92381149901111,1.6012964202697,0,909.5,5.62452918919205,1.93446830509392,51.6937908657775,3.49623107965561,6.18419921846295,1.01600629042174,0
297.5,1.14187043705725,1.49638586831635,66.8276826969201,17.4806890563741,3.83821995649495,1.63700501232279,0,918,5.52670735220957,1.93373689980579,51.7133432216365,3.55819279212095,6.02037837931326,1.04365289211212,0
306,1.14945504221201,1.49861422924427,66.7283134302203,17.3616653258446,3.75638902683662,1.67266629262594,0,926.5,5.43383983542421,1.93207353103432,51.7578644879347,3.61908471969183,5.86491077757605,1.07131814028659,0
314.5,1.15676189083033,1.50071273507895,66.6350045964921,17.2485481771702,3.67809822203604,1.70827012436375,0,935,5.34550805567541,1.92959586607428,51.824323299079,3.67896989139209,5.71712091516086,1.09901214272338,0
323,1.16380115466039,1.50268915914362,66.5473623680027,17.1409811713284,3.60309955003218,1.74382784042796,0,943.5,5.26132000899527,1.9263986778096,51.9103346321356,3.73792125068828,5.57638580709621,1.12674867280236,0
331.5,1.17058950723089,1.50455621173026,66.464781588319,17.0385316205035,3.5311900670615,1.77933931276834,0,952,5.18095551989663,1.92258914930745,52.0131927489667,3.79598641700916,5.44218016795865,1.15453460070514,0
340,1.17713589215604,1.5063226504738,66.386839478611,16.9409052868592,3.46216438869424,1.81481426118801,0,960.5,5.10410584903245,1.91824885424617,52.1308795668734,3.85322614167525,5.31400921294373,1.18238133495801,0
348.5,1.18346172016722,1.50799710034721,66.313124857452,16.8476415429722,3.39587294165629,1.85024157709359,0,969,5.0305191934291,1.91346150792176,52.2613073667791,3.9096783145028,5.19145427598462,1.2102938739623,0
357,1.189574422137,1.50958543263158,66.2433525379716,16.7585053019076,3.33214123847899,1.88562994708101,0,977.5,4.95995621997206,1.90829995237616,52.4026633630017,3.96538782585737,5.0741240102016,1.23827980840578,0
365.5,1.19548117858143,1.51109163549466,66.1773234998184,16.6732772386911,3.27081033811609,1.92098735715705,0,986,4.89221361204226,1.90283057296063,52.5532863624369,4.02038632898984,4.96167709132075,1.26634305125791,0
374,1.20119469641172,1.51252375166667,66.1146642423357,16.5916705108765,3.21175052516501,1.95631175520918,0,994.5,4.82709429360385,1.8971220272979,52.7114221231365,4.07471386203909,4.85379013937039,1.29449051705285,0
382.5,1.20672687700617,1.51388498369583,66.0552162660804,16.5134227428116,3.15484150851288,1.99160093786814,0,1003,4.76443181449037,1.89121762927546,52.8759876452244,4.12839740454186,4.75018127067834,1.32272537596914,0
391,1.21208887821711,1.51517794407245,65.9988487762851,16.4382934826538,3.09997155554249,2.02685256771011,0,1011.5,4.70408666912291,1.88517962811898,53.0453430052069,4.18145109464904,4.65060471490155,1.35104694816287,0
399.5,1.21728069872556,1.51640424268875,65.9454762687088,16.3662067240778,3.04701050995133,2.06208192806002,0,1020,4.64589802293835,1.87904946183175,53.2183968709994,4.23391760640341,4.5548019832729,1.37946398773295,0
408,1.22231280991172,1.51757081528393,65.8947832897609,16.296946988352,2.99586473017578,2.09728605029872,0,1028.5,4.58975983042739,1.87287145635168,53.3939473853684,4.28579964032327,4.4625764029435,1.40797260144055,0
416.5,1.22719258179439,1.51867757581902,65.8467614141666,16.2303495394338,2.94644077261559,2.1324661827843,0,1037,4.53555090858752,1.86667275674857,53.5712537928626,4.33712101433877,4.37372315196482,1.4365759077268,0
425,1.23193415701242,1.51973062198695,65.801135117786,16.1661648727077,2.89866860473511,2.16761077720845,0,1045.5,4.48317120699475,1.86049998752452,53.7489925668071,4.38789304173859,4.28806428215662,1.46527311480031,0
433.5,1.23653218844943,1.52072903486236,65.7579343246055,16.104413088505,2.85243872768035,2.20274155101279,0,1054,4.43251986931036,1.85437295657609,53.9265845338037,4.43813437260136,4.20542682097757,1.49406601865896,0
442,1.24100000219927,1.52167026362652,65.7172597706387,16.0448666741543,2.80769231266802,2.23784681776934,0,1062.5,4.38350833158536,1.84831912845783,54.1032111069674,4.48785784349859,4.12565490031564,1.52295464816965,0
450.5,1.24534128606751,1.52256406803313,65.6786811796902,15.9874327791996,2.7643535761765,2.27293113345875,0,1071,4.33605909645389,1.84235825797751,54.2782597070871,4.53707055015662,4.04860793319691,1.55193721171667,0
459,1.24956810249001,1.52340454351255,65.6424456825022,15.9319123689113,2.72237059366016,2.30798309451764,0,1079.5,4.29009282368456,1.83651284315944,54.4510213323449,4.58578658392203,3.97414805343637,1.58101440175251,0
467.5,1.25366695864972,1.52419657832994,65.6083351857213,15.8784448232941,2.68164055326144,2.34303784656669,0,1088,4.24555171859353,1.83080219327496,54.6208653055624,4.63400180275782,3.90216150606023,1.61018074147406,0
476,1.25766574507897,1.52494091915771,65.5763110188124,15.826632033499,2.6421549266365,2.37805332451802,0,1096.5,4.2023583190346,1.82522830718347,54.7876666203533,4.68173753891297,3.83252012679854,1.63943961135259,0
484.5,1.26155128462692,1.52563901941958,65.546304680936,15.7766138443276,2.6038210209018,2.41306343897764,0,1105,4.16046109054667,1.81981023317403,54.9507845252549,4.72899100663494,3.76512315886576,1.66878613051064,0
493,1.26533437342508,1.52628861824227,65.5184077276052,15.7282213828018,2.56660116313403,2.4480567520305,0,1113.5,4.11980548683413,1.81455706114862,55.1098679347673,4.77576609877354,3.69987021718377,1.69821775855753,0
501.5,1.26901771281156,1.52688167482111,65.4929597027983,15.681393070388,2.53044409334309,2.4830366036179,0,1122,4.08033446393825,1.80946867523908,55.2648417562616,4.82207322094045,3.63666173256529,1.72773432593838,0
510,1.27260393289781,1.52745302736652,65.4684616864518,15.6360701689932,2.49530182921139,2.51800613201382,0,1130.5,4.0420012202595,1.80455504413984,55.4153226440737,4.86791428738677,3.57541019041088,1.7573327178042,0
518.5,1.27609559444663,1.52796696341978,65.4464411823328,15.5921966203684,2.46112940105426,2.55296828540917,0,1139,4.00476341265803,1.79981799157643,55.5611736675727,4.91328875959016,3.51603460286043,1.78700895095514,0
527,1.27950201035217,1.52843742917323,65.4262962233871,15.5496339209314,2.42789755285042,2.58791203928805,0,1147.5,3.96857119105566,1.79526017043627,55.7022328277348,4.95820820716023,3.45844983969992,1.8167634629406,0
535.5,1.28282526180689,1.52886660473147,65.4079300905157,15.5083365920703,2.39556538152548,2.62284025125564,0,1156,3.933386184136,1.79087567278952,55.8386053925437,5.00267302007285,3.4025832042699,1.84659270030335,0
