A0 f (kHz),A0 Phase velocity (m/ms),A0 Energy velocity 1 (m/ms),A0 Energy velocity 2 (m/ms),A0 Energy velocity absolute (m/ms),A0 Skew angle (deg),A0 Propagation time (micsec),A0 Coincidence angle (deg),A0 Wavelength (mm),A0 Wavenumber (rad/mm),A0 Attenuation (Np/m),A1 f (kHz),A1 Phase velocity (m/ms),A1 Energy velocity 1 (m/ms),A1 Energy velocity 2 (m/ms),A1 Energy velocity absolute (m/ms),A1 Skew angle (deg),A1 Propagation time (micsec),A1 Coincidence angle (deg),A1 Wavelength (mm),A1 Wavenumber (rad/mm),A1 Attenuation (Np/m),A2 f (kHz),A2 Phase velocity (m/ms),A2 Energy velocity 1 (m/ms),A2 Energy velocity 2 (m/ms),A2 Energy velocity absolute (m/ms),A2 Skew angle (deg),A2 Propagation time (micsec),A2 Coincidence angle (deg),A2 Wavelength (mm),A2 Wavenumber (rad/mm),A2 Attenuation (Np/m)
578,1.29795935875599,1.44304797753791,0.0936215718904651,1.44608176262599,-3.71201367859368,69.2977652556067,15.3230441864986,2.24560442691348,2.79799292870813,0,1130.5,4.84012830420174,3.01909789953329,-2.15549438610886,3.70959676723941,35.5250577458348,33.122476755543,4.06372257922064,4.28140495727708,1.467552210052,0,994.5,6.53059461629963,4.02834185150728,3.12665795787286,5.09936545642051,-37.8173630298656,24.8241096923249,3.01067516537788,6.56671152971305,0.956823712865936,0
586.5,1.29985611127427,1.44335103113924,0.0933108817712689,1.44636410344963,-3.69895469905868,69.2832151310204,15.3001372501616,2.21629345485808,2.83499700520567,0,1139,4.81842996828839,3.01852681312817,-2.15558168171004,3.70918272778487,35.5312810583809,33.1287433211062,4.0820532751578,4.23040383519613,1.48524480214034,0,1003,6.49653899246793,4.04084122395182,3.14381026295028,5.11975983485748,-37.8832321898608,24.7473222672687,3.02647213610566,6.47710766945955,0.97006034604082,0
595,1.30171211325016,1.44368211633978,0.0929921855954233,1.4466739783452,-3.68551302130832,69.2673261434681,15.2777894900843,2.1877514508406,2.871983151818,0,1147.5,4.79722866468224,3.0175300788445,-2.15523072512797,3.70816764120326,35.5358181843651,33.1396862291735,4.10012465815827,4.18059142891698,1.50294172822511,0,1011.5,6.46365773676943,4.05260448468295,3.16002627951177,5.13900468928346,-37.9453938298915,24.6754896457218,3.04188253906456,6.39017077288129,0.983257808045486,0
603.5,1.30351374016816,1.44402184974616,0.0926927611628871,1.44699379767721,-3.67281669510066,69.2510296970775,15.2561595873149,2.15992334742032,2.90898531870765,0,1156,4.77650393242362,3.0161260854711,-2.15442829825627,3.70655876194977,35.5383384592317,33.1551126067665,4.11794528252926,4.13192381697545,1.52064403544082,0,1020,6.43188655318859,4.06365376283478,3.17534761903071,5.15714207734141,-38.004144018307,24.6083957532446,3.05692257247139,6.30577113057705,0.996418229756557,0
612,1.305283697863,1.44438112367961,0.0923975526141571,1.44733345783584,-3.66024315301544,69.2338042643806,15.2349702018669,2.13281649977614,2.94595681711909,0,1164.5,4.7562293586529,3.01431674380972,-2.15322215867707,3.70438538716338,35.5394243579459,33.1750139415052,4.13552949858973,4.08435324916522,1.53835501580667,0,1028.5,6.40116139536877,4.07401457445917,3.189822186448,5.17422074655321,-38.0597999194696,24.5458130235764,3.07160964095465,6.22378356380046,1.00954431380369,0
620.5,1.30700871522574,1.44475477701341,0.0921106117664014,1.44768806394992,-3.6479658565002,69.2158984978194,15.2143760957276,2.10637987949353,2.98293074689374,0,1173,4.73637092750203,3.01210784107964,-2.1515960063198,3.70164274622832,35.5388164816866,33.1993425455035,4.15289911490064,4.03782687766584,1.55608090627494,0,1037,6.37142618952501,4.08370075834692,3.20347121452121,5.19026393413564,-38.1125163310888,24.4875924847343,3.08595857274343,6.14409468613791,1.02263809855592,0
629,1.30869667166858,1.44514252757665,0.0918324308804003,1.44805736087077,-3.63600511373268,69.1973269707104,15.194278935927,2.08059884208041,3.01989272516223,0,1181.5,4.71692601921131,3.00951721776569,-2.1495706112436,3.69835743225967,35.5366119807722,33.2279208803601,4.17004912627526,3.99231994854956,1.57381807774758,0,1045.5,6.34262999580774,4.09274742706089,3.2163525185582,5.20533428564863,-38.162613502207,24.4334647525056,3.09998279886943,6.06659970904614,1.03570131680363,0
637.5,1.31034836342221,1.44554325279407,0.0915613176108701,1.44844011632552,-3.62429704301493,69.1781444842357,15.1746655176981,2.05544841321131,3.05684407684214,0,1190,4.6978606001676,3.0065459161523,-2.14714966495913,3.69453245075289,35.532842818611,33.2607592861836,4.1870026458781,3.94778201694756,1.59157351652302,0,1054,6.3147203055193,4.10115994125116,3.22847156408366,5.21943881119609,-38.2101529233263,24.3833455491845,3.11369752269903,5.99119573578681,1.04873644331943,0
646,1.31196456961083,1.44595862265097,0.0912954438225051,1.44883787791507,-3.61276545648762,69.1582721894652,15.1555230418683,2.03090490651831,3.09378606896528,0,1198.5,4.67916019624384,3.00320293708096,-2.14434586941025,3.69018252786343,35.5275817697732,33.2977830985999,4.20376615790367,3.90418038902281,1.60934810411059,0,1062.5,6.28764683240481,4.10897560586831,3.2398866900485,5.23264238162463,-38.2554303465042,24.3369660937347,3.12711784214107,5.91778525402805,1.06174608193206,0
654.5,1.31354605261961,1.4463819476188,0.0910415285059109,1.44924438874547,-3.60169228951948,69.1380310468003,15.1368390999574,2.00694584051889,3.13071991297737,0,1207,4.66081806009384,2.99950428668623,-2.14116889265651,3.68532633463157,35.5207990606921,33.3388421693097,4.22033954209291,3.86148969353259,1.62714025048493,0,1071,6.26135929135366,4.11616133903287,3.25059367433841,5.24491595782027,-38.2986739982769,24.2944801632814,3.14025979298083,5.846273848136,1.07473332081132,0
