S0 f (kHz),S0 Phase velocity (m/ms),S0 Energy velocity 1 (m/ms),S0 Energy velocity 2 (m/ms),S0 Energy velocity absolute (m/ms),S0 Skew angle (deg),S0 Propagation time (micsec),S0 Coincidence angle (deg),S0 Wavelength (mm),S0 Wavenumber (rad/mm),S0 Attenuation (Np/m),S1 f (kHz),S1 Phase velocity (m/ms),S1 Energy velocity 1 (m/ms),S1 Energy velocity 2 (m/ms),S1 Energy velocity absolute (m/ms),S1 Skew angle (deg),S1 Propagation time (micsec),S1 Coincidence angle (deg),S1 Wavelength (mm),S1 Wavenumber (rad/mm),S1 Attenuation (Np/m),S2 f (kHz),S2 Phase velocity (m/ms),S2 Energy velocity 1 (m/ms),S2 Energy velocity 2 (m/ms),S2 Energy velocity absolute (m/ms),S2 Skew angle (deg),S2 Propagation time (micsec),S2 Coincidence angle (deg),S2 Wavelength (mm),S2 Wavenumber (rad/mm),S2 Attenuation (Np/m),S3 f (kHz),S3 Phase velocity (m/ms),S3 Energy velocity 1 (m/ms),S3 Energy velocity 2 (m/ms),S3 Energy velocity absolute (m/ms),S3 Skew angle (deg),S3 Propagation time (micsec),S3 Coincidence angle (deg),S3 Wavelength (mm),S3 Wavenumber (rad/mm),S3 Attenuation (Np/m),S4 f (kHz),S4 Phase velocity (m/ms),S4 Energy velocity 1 (m/ms),S4 Energy velocity 2 (m/ms),S4 Energy velocity absolute (m/ms),S4 Skew angle (deg),S4 Propagation time (micsec),S4 Coincidence angle (deg),S4 Wavelength (mm),S4 Wavenumber (rad/mm),S4 Attenuation (Np/m)
255,4.54116903006218,4.50605630675058,-0.048662573439186,4.50631906167998,0.61873432222374,22.1923547316062,4.33174507855116,17.8085060002438,0.352819338528092,0,255,5.01052802421826,4.96849978903217,0.0548355548997379,4.96880238002015,-0.632327350099126,20.1267996872511,3.92530167926559,19.6491295067383,0.319769143209367,0,1062.44523485374,17.0395195388586,-0.244271262400366,-0.0389514139044592,0.247357357440253,-9.06008828253715,-409.380944026472,1.1534233567102,16.0380215185438,0.391768105555582,0,1377,9.87121443291934,2.12827996399082,-0.251826947965279,2.14312678506109,6.74809944878194,46.9862995902503,1.99128580864298,7.16863793240329,0.87648244567893,0,1513,9.02559422318211,2.82235566423628,0.643802742732594,2.89485292666081,-12.84978102373,35.4313955775165,2.17793814017917,5.96536300276412,1.05327794876325,0
263.5,4.53996908164685,4.50242759279152,-0.0522718004536544,4.50273101233608,0.665156506011409,22.2102405733525,4.33289217902751,17.229484180823,0.364676344412736,0,263.5,5.00908679216416,4.96403686626893,0.0589047422720141,4.96438634458874,-0.679856902748689,20.1448947084799,3.92643285191347,19.0098170480613,0.330523186587972,0,1062.35580252152,16.9395195388586,-0.243238828620403,-0.0396241733956344,0.246445131552468,-9.25234390807975,-411.118572504143,1.16023335255389,15.9452412258232,0.394047679692924,0,1385.5,9.6585036105665,2.17302555532259,-0.273622694921173,2.19018479660073,7.17679007133254,46.0187869190313,2.03515847904439,6.97113216208336,0.901314902815129,0,1521.5,8.91671500694719,2.84386501040607,0.671730720447798,2.92212086646074,-13.2898775190174,35.1634130431954,2.20454531333367,5.86047650801656,1.07212874219098,0
272,4.53873069738384,4.49867043078316,-0.0560566047505563,4.49901966963237,0.713908853607639,22.2287899366283,4.3340766603858,16.6865099168523,0.376542808441564,0,272,5.00759263987056,4.95939859387165,0.063168620969467,4.95980087176606,-0.72974567464242,20.1637352003871,3.92760624885253,18.4102670583477,0.341287026813152,0,1062.26801618315,16.8395195388586,-0.242174636666453,-0.0403106646795185,0.245506627876791,-9.4504035341058,-412.925157549549,1.16712424620212,15.8524207472282,0.396354942085309,0,1394,9.46227939717244,2.21599878044106,-0.29595464019168,2.23567433763669,7.60704356511706,45.126378625577,2.07738093488393,6.78786183441352,0.92565014734459,0,1530,8.81272636984328,2.8645673296085,0.700027555613163,2.94886157092497,-13.7324932273201,34.9092859387135,2.23057163741138,5.75995187571456,1.09083989636634,0
280.5,4.53744684119867,4.49479705929444,-0.0603110710545208,4.49520166728187,0.768747158892868,22.2479454980548,4.33530531897652,16.176281073792,0.388419642222913,0,280.5,5.00604362417244,4.95457854646338,0.0676198863898618,4.95503996170673,-0.781921921023171,20.183351431855,3.92882347270226,17.8468578401869,0.352061150676694,0,1062.17374897415,16.7395195388586,-0.24106240934689,-0.0410088085274199,0.244525678768031,-9.65455926483106,-414.830334895141,1.17409748788038,15.7596810832744,0.398687338530465,0,1402.5,9.28057682666421,2.25733427143039,-0.318808606478695,2.27973615590468,8.03884934286454,44.3000406566431,2.11807192301528,6.61716707783545,0.94952798278669,0,1538.5,8.71328047626131,2.88449207828413,0.728693940976128,2.97511166333286,-14.1776938325889,34.6681485981012,2.25604255525261,5.6634907223018,1.10941919308485,0
289,4.5361158434192,4.49076548663647,-0.0641299585109147,4.49122336424541,0.818151433794178,22.2679185313903,4.33657982875495,15.6959025723848,0.400307359083266,0,289,5.00444499156523,4.949576279894,0.0723207003411163,4.95010460840851,-0.837117324612478,20.2037496434223,3.9300804777384,17.3164186559351,0.36284554168053,0,1062.08853567789,16.6395195388586,-0.23994513742039,-0.0417257824973853,0.243546114517782,-9.86492465493439,-416.761935978713,1.18115456268855,15.6667914019412,0.401051188209545,0,1411,9.11178129130838,2.29714356775015,-0.342175285624584,2.32248842773181,8.4723041666732,43.5323248419955,2.15732753971397,6.45767632268489,0.972979287473369,0,1547,8.61806960988651,2.90366520840493,0.757727993687106,3.00090375635713,-14.6254947213612,34.4392320817637,2.28098000692302,5.57082715571203,1.12787295881854,0
297.5,4.5347484511692,4.48661483940771,-0.0683659584744096,4.48713568119704,0.872991753752188,22.2885189790887,4.33788996978203,15.2428519367032,0.412205362439448,0,297.5,5.00278016557664,4.94438380716511,0.0770556216262939,4.94498420638335,-0.892852315274946,20.2249671344457,3.93139038658835,16.8160677834509,0.373641768580585,0,1061.99703146714,16.5395195388586,-0.238774512306883,-0.0424546811586127,0.242519417118855,-10.081965466675,-418.805169085534,1.18829699165566,15.5739790684815,0.403441232298524,0,1419.5,8.9544797412043,2.33553417783729,-0.366044991675416,2.36404501475263,8.90742518739853,42.8167572750317,2.1952432746726,6.30819284339859,0.996035705178991,0,1555.5,8.52681323355475,2.92211208518598,0.787122095991248,3.02626836754237,-15.0757937872081,34.2218221220749,2.30540481548137,5.48171856866265,1.14620720281021,0
306,4.53333725963619,4.48233088232974,-0.0728244853099702,4.48292243345205,0.930803344533805,22.3098210786313,4.33924290738522,14.8148276458699,0.424114640910535,0,306,5.0010620131306,4.93899634031978,0.0821500965920925,4.93967949244303,-0.952910168508388,20.2470285680603,3.93274317008945,16.3433399121915,0.384449282762122,0,1061.90721138296,16.4395195388586,-0.237567343786801,-0.0431993521713167,0.2414630962734,-10.3060813855228,-420.933274775942,1.19552633283309,15.4811261875214,0.405860996872704,0,1428,8.80748788427146,2.37259749013158,-0.390408286441958,2.40450358292543,9.3442216732891,42.1478992605922,2.23189899994123,6.167708602431,1.01872278867116,0,1564,8.43925189768176,2.93985760373226,0.816880743243618,3.05123858111827,-15.5286998984616,34.0152529404983,2.32933762878571,5.39594111104972,1.16442807248452,0
314.5,4.53188086587439,4.47791167634632,-0.0774714427456375,4.47858178507435,0.991163790946598,22.3318384166062,4.34064006731921,14.4097960759122,0.436035685312904,0,314.5,4.99928882611401,4.9334190138554,0.0873530995700751,4.93419230779208,-1.01439609539115,20.2699182289508,3.93414026224278,15.8959899081527,0.395268576759544,0,1061.81076028586,16.3395195388586,-0.236325983778853,-0.043958374957746,0.240379511061089,-10.5370161509757,-423.144329713559,1.20284418242798,15.3883536972819,0.408307830115018,0,1436.5,8.66978372876433,2.40841549205384,-0.41526231400568,2.44395334894066,9.78282897733281,41.521074885099,2.26736713326967,6.03535240429121,1.04106353470133,0,1572.5,8.35514376622036,2.95692628360658,0.847004264110979,3.07584610637555,-15.9842300791367,33.8189019301589,2.3527993293914,5.31328697374903,1.18254205696445,0
323,4.53038464884567,4.47336258501601,-0.0823018473023158,4.4741196241373,1.05402065076695,22.3545483066721,4.34207636901769,14.0259586651569,0.447968331946407,0,323,4.99745884170081,4.92763001065131,0.0928526144449105,4.92850475599656,-1.07951152681642,20.2937314254206,3.93558314703308,15.4720087978353,0.406100163804112,0,1061.71608436233,16.2395195388586,-0.235048773824861,-0.0447319948948706,0.239267376472108,-10.7750766614168,-425.443614841027,1.21025217597851,15.2955387773109,0.410785484490415,0,1445,8.54047607670288,2.44306342788465,-0.440598239186793,2.48247572415965,10.2232093267407,40.9322160278851,2.30171469879451,5.91036406692241,1.06307923438146,0,1581,8.2742775178591,2.97333998885104,0.877488336240472,3.10011878313377,-16.4423174020114,33.6322117130783,2.37580685433956,5.23357211755794,1.20055387908009,0
331.5,4.52884050611525,4.4686616035506,-0.0874308425544586,4.46951682839176,1.1208678712753,22.378065038656,4.34355967524681,13.6616606519314,0.459913729908913,0,331.5,4.99556166254743,4.92164182834082,0.0985454403850097,4.9226283112068,-1.14707320190248,20.3184228937911,3.93708013144939,15.0695676094945,0.416945294649389,0,1061.62315094045,16.1395195388586,-0.233724419475341,-0.0455247784257631,0.238116798462015,-11.0220500643024,-427.854309038301,1.21775198957297,15.202682349722,0.41329452018015,0,1453.5,8.41877667468457,2.47661177066711,-0.466409443063552,2.52014754155104,10.6653463130331,40.377745589517,2.33500592225867,5.79207201560686,1.08479060520128,0,1589.5,8.19646080686926,2.98911952617965,0.908328135161857,3.12408315236888,-16.902881132863,33.4546675447966,2.39837574455491,5.15662837802407,1.21846773639081,0
340,4.52725414073204,4.46382577381409,-0.0925442450947964,4.46478498656622,1.18768864172573,22.4023080350996,4.3450845973945,13.3154533550942,0.471871677187451,0,340,4.99361260740158,4.91543575955722,0.104472672413848,4.91654586530169,-1.21758118860517,20.3440762714816,3.93861923639136,14.6870959041223,0.427803110172111,0,1061.53192794965,16.0395195388586,-0.232371626040526,-0.046333655540738,0.236945943675948,-11.2765777639888,-430.345140256324,1.22534534111434,15.1097853173752,0.41583551157106,0,1462,8.30401094819468,2.50912036213647,-0.492692830491925,2.55703563074627,11.1093006043541,39.8546046291904,2.36729516221986,5.67989804938076,1.10621445183591,0,1598,8.12150262256374,3.00428776642554,0.939525877646318,3.14776966410525,-17.3659419775593,33.2857594793519,2.42052490062525,5.08229200410747,1.23628970985956,0
348.5,4.52562439817038,4.45884940809746,-0.0980992100485606,4.45992841860755,1.26036193939853,22.4273104667755,4.34665233315564,12.9860097508476,0.483842645102703,0,348.5,4.99159198538709,4.90902253598809,0.110694485801391,4.91027041292288,-1.29175455614555,20.3706540898721,3.94021612730411,14.3230759982413,0.438675694239917,0,1061.43397037564,15.9395195388586,-0.230963347386752,-0.0471581780286103,0.23572857610199,-11.540050702495,-432.969131818774,1.23303399163256,15.0169675964088,0.418405731173193,0,1470.5,8.19558345306612,2.54064357818778,-0.519444348356653,2.59320115348318,11.5550926501145,39.3601057852157,2.39863264562551,5.57333114795384,1.1273662268366,0,1606.5,8.04924300400518,3.01886392216645,0.971079829444507,3.17120409556247,-17.8314577321518,33.125043916599,2.44226753430415,5.01042203797397,1.25402316602461,0
357,4.52395009233556,4.45372806166027,-0.103805524493033,4.45493762404541,1.33518295525824,22.4530996539384,4.34826411638844,12.6721291101836,0.495827122068246,0,357,4.98951611198939,4.90238284867308,0.117061970787231,4.90378028667359,-1.36788225908286,20.3982436881826,3.94185803332932,13.9762356078134,0.449562062596238,0,1061.33781570177,15.8395195388586,-0.229522702986682,-0.0480004178241413,0.234488190102625,-11.8121089761558,-435.686747754111,1.24081974664658,14.9241073902425,0.421009119197814,0,1479,8.09296059697843,2.57123232794951,-0.546659373926333,2.62870161018594,12.0027091454894,38.8918569951816,2.42906664881934,5.47191385867372,1.14826100509969,0,1615,7.97952121846208,3.03287037653605,1.00299680642772,3.19441783656649,-18.2995032358925,32.9720652665063,2.46362017074606,4.94088001143163,1.27167332391037,0
365.5,4.52223000470056,4.44845995918446,-0.109746067676626,4.44981350259063,1.41323319043666,22.4796898067018,4.34992121830127,12.3727223110822,0.507825614218444,0,365.5,4.98736401511537,4.89550868216777,0.123591198715034,4.89706851509961,-1.44617254070482,20.4268864570207,3.94356167453129,13.6453187828054,0.46046453052435,0,1061.24343074582,15.7395195388586,-0.228049797195018,-0.0488627753817692,0.233225815077787,-12.0935468094604,-438.500718834161,1.24870445757824,14.8312056243281,0.423646294598807,0,1487.5,7.99566826841981,2.60093260547513,-0.574335275086601,2.66358995088066,12.4521684386975,38.4477474693091,2.45864189296673,5.37523917204693,1.16891269505816,0,1623.5,7.91220115185871,3.04632242282159,1.03524352272732,3.21742279707446,-18.7695003064638,32.8264661845535,2.48459469710716,4.87354552008544,1.2892431765097,0
374,4.52046288341929,4.44304257271152,-0.115922210013775,4.44455456279946,1.49454946650766,22.5070992148904,4.35162494868373,12.0867991535275,0.519838646060884,0,374,4.98516063780802,4.88841377427862,0.130834153849957,4.8901642921655,-1.53310583890345,20.4565334723035,3.94530743784904,13.3293065182033,0.471381260427833,0,1061.1507829363,15.6395195388586,-0.226525197492856,-0.0497430549045514,0.231922479743587,-12.3851031501383,-441.451993450546,1.25669002322057,14.738263204766,0.426317892405922,0,1496,7.90328851942558,2.62978499504366,-0.60246536121657,2.69791282876646,12.9033989882858,38.0259223428795,2.48739836468688,5.28294687127378,1.18933342702056,0,1632,7.8471413042112,3.05924456359745,1.06785300418038,3.24026038127148,-19.2419364872103,32.6878083530554,2.50520730144887,4.80829736777647,1.30673808764144,0
382.5,4.51864744241549,4.43747302866324,-0.122335771500924,4.43915903309427,1.57917543832526,22.5353482385276,4.3533766571837,11.8134573657921,0.531866761154411,0,382.5,4.98288410148852,4.88106937478302,0.138148888089095,4.88302399714818,-1.62120942858637,20.4873138080414,3.94711279148345,13.0271479777478,0.482314725979329,0,1061.0512953556,15.5395195388586,-0.224948551508863,-0.0506413621651065,0.230578399655894,-12.6871564225799,-444.546094336864,1.26477839126266,14.6453989612733,0.429021109209394,0,1504.5,7.81545078412197,2.65782439488329,-0.63105067715306,2.7317129188793,13.3564918478216,37.6247581264266,2.51537207189634,5.1947163736271,1.20953385233475,0,1640.5,7.78423542376242,3.07164999221931,1.10079657040576,3.26294142823893,-19.7163110468233,32.5557925718447,2.5254654245008,4.74503835645377,1.32415901309497,0
391,4.51679087032645,4.43175024325554,-0.129072983849745,4.43362944479525,1.66824547139002,22.5644484709365,4.35516951340113,11.551894809019,0.543909498056894,0,391,4.98053731268103,4.87348270545263,0.145707526147771,4.87566040280925,-1.71252071638277,20.5192069088737,3.94897558890414,12.7379470912558,0.493265144074337,0,1060.95363883467,15.4395195388586,-0.223330874172568,-0.0515597828242789,0.229205345844224,-12.9999483345482,-447.766124457696,1.27297155987399,14.5524921860083,0.431760088022631,0,1513,7.73181724068213,2.68508375056375,-0.660087639231514,2.76502991647608,13.8114263601258,37.2427861808796,2.5425981344979,5.11025594228825,1.22952458313979,0,1649,7.72335031421021,3.08356456881892,1.13409007947875,3.28550312105278,-20.1927861039409,32.4300003350675,2.54538735894652,4.68365695221966,1.34151270498192,0
399.5,4.51488353259434,4.42586886415552,-0.136043031186691,4.42795922621649,1.76061204083028,22.5944335608056,4.35701293300022,11.3013355008619,0.555968390346466,0,399.5,4.97812910401022,4.86562825720306,0.15347886315501,4.86804828434643,-1.80670939695285,20.552330493387,3.95088896944879,12.4608988836301,0.504232107639828,0,1060.85777967303,15.3395195388586,-0.221673978827556,-0.0524989704945442,0.227805826949679,-13.3238554508739,-451.11293859976,1.28127157935057,14.4595438076408,0.434535514450974,0,1521.5,7.6520681468414,2.71159794778465,-0.689564393561289,2.79790322979503,14.2679871611681,36.8786235738595,2.56911452129112,5.02929224241959,1.24931799631448,0,1657.5,7.66438782128588,3.09500316265217,1.16772648434602,3.30796458854535,-20.671196090726,32.3101446895803,2.56498218441337,4.62406505054955,1.35880123624836,0
408,4.51292404109613,4.41982579719298,-0.143230608366652,4.42214598184023,1.85609994301893,22.6253261075379,4.35890838601119,11.0610883360199,0.568044040179905,0,408,4.97564093528589,4.85753172330625,0.161844305369923,4.86022715745954,-1.90828740163589,20.5865871179397,3.952867830267,12.1951983707988,0.515217966624028,0,1060.75484366052,15.2395195388586,-0.219940542589597,-0.0534563496991418,0.226343596325947,-13.6608041595088,-454.668333644139,1.28968055382614,14.366674477082,0.437344447192888,0,1530,7.57594886815232,2.73738632691127,-0.719487135589963,2.83036139760282,14.726380568015,36.5311973019297,2.594945252408,4.95160056741982,1.26892006364997,0,1666,7.60726108743474,3.10598141760308,1.20168536009805,3.33034056384173,-21.1511516138781,32.1959427810006,2.58425694391737,4.56618312571113,1.37602569458952,0
416.5,4.51092015486866,4.41361971324979,-0.150844162854296,4.41619665941796,1.95743442352458,22.6571400566745,4.36084849094061,10.83054058792,0.580135890371683,0,416.5,4.97308764652073,4.84916045955647,0.170338958557998,4.85215132939282,-2.01183115285326,20.622126414259,3.95490054506905,11.9401864262202,0.526221709016363,0,1060.65380217585,15.1395195388586,-0.218178154497016,-0.0544379193954938,0.224867058876649,-14.0098881733082,-458.34102974488,1.29820064305106,14.2737616249535,0.440191273489903,0,1538.5,7.50320103761113,2.76247542384733,-0.749845342606073,2.86243576437769,15.1864280820309,36.1994170651223,2.62012220068367,4.87695875047847,1.28834087566624,0,1674.5,7.55186342945619,3.11652200724621,1.23597726745183,3.35266300532989,-21.6327152073307,32.087050810965,2.60322709826789,4.50992142696697,1.39319174600458,0
425,4.50886147487716,4.40724338014883,-0.15870410084459,4.41009990856109,2.06232038626288,22.6899200644152,4.36284344670703,10.6090858232404,0.592245685619356,0,425,4.97045556486008,4.84050099500119,0.17927082347773,4.84381955803041,-2.12101375752865,20.6590185816035,3.9569981794535,11.6951895643767,0.537245272733164,0,1060.55462035041,15.0395195388586,-0.216368590213069,-0.0554403194546313,0.223358447012918,-14.3717519738165,-462.174292033446,1.30683406424227,14.1808062029748,0.443076734654304,0,1547,7.43359698799191,2.78688075955926,-0.780693093125205,2.89416414075895,15.6492329681907,35.882410704868,2.6446729185572,4.80516935228954,1.30758873340974,0,1683,7.49811889036192,3.12664048539363,1.27058728945713,3.37494781960144,-22.115576017777,31.9832102434413,2.6218993325671,4.45521027353649,1.41030050691459,0
433.5,4.5067561529171,4.40071501628281,-0.166636708650153,4.40386880449529,2.16851598684458,22.723580061421,4.36488549117192,10.3962079652067,0.604372799025156,0,433.5,4.96774842774582,4.83156184772893,0.188516606242353,4.83523819467655,-2.23441819723288,20.697241006447,3.95915795352007,11.4596272843041,0.548288801310796,0,1060.45726395733,14.9395195388586,-0.214508414346458,-0.0564669767368591,0.221816093390972,-14.7479078321323,-466.182178935357,1.31558309400762,14.0878091429243,0.446001592116639,0,1555.5,7.36692633103963,2.81063699844618,-0.811856441065386,2.92554118376993,16.1114358839866,35.5791231864105,2.66862444345267,4.73605035746682,1.32667198043483,0,1691.5,7.44594632315277,3.13635515905842,1.30550911599158,3.39721617441244,-22.5995401887416,31.8841441509518,2.64028353569605,4.40197831696882,1.42735489699235,0
442,4.50460313225638,4.39397240138266,-0.175425013352201,4.3974728423746,2.28626327695549,22.7584497272975,4.36697578060484,10.191409801485,0.616517776202469,0,442,4.96496409492479,4.82232046249964,0.198176109513238,4.82639082684199,-2.3532797414166,20.7369047282613,3.96138177770575,11.2329504410063,0.559353069363021,0,1060.35272017954,14.8395195388586,-0.212590355973896,-0.0575160088523909,0.220233400571793,-15.1388642098635,-470.388224065438,1.32445007034803,13.9948898667851,0.448962826216435,0,1564,7.30301069369897,2.83374020576305,-0.843500412262499,2.95661571720861,16.5763359877569,35.2890500676906,2.69199725688709,4.66944417755689,1.34559597850617,0,1700,7.39526880968683,3.14568512579349,1.34073575987697,3.41948933153056,-23.0843928147887,31.7895771512653,2.65838954066516,4.35015812334519,1.44435791275282,0
450.5,4.50239880915023,4.38706665087287,-0.184331859417935,4.3909374891471,2.40598782825614,22.7942741604127,4.36911795490689,9.99422599145445,0.628681531971762,0,450.5,4.96210036511317,4.81277458330129,0.20817038960666,4.81727455111081,-2.47671165298554,20.7780352620226,3.96367162530038,11.0146511989193,0.570438881241744,0,1060.25821732955,14.7395195388586,-0.210615046434572,-0.0585890335423593,0.218612379878324,-15.5455389102778,-474.799885824231,1.33343739474119,13.9018206111929,0.451968521455437,0,1572.5,7.24167887411659,2.85620787311118,-0.875560273431537,2.98739505369374,17.0427329124718,35.0114573037266,2.71481354607585,4.60520119180705,1.36436716779232,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
459,4.50013679477529,4.37997230216546,-0.193581571666572,4.38424807608163,2.5306538144174,22.8311946060846,4.37131838202681,9.80421959646032,0.640865419767632,0,459,4.95914826238938,4.80290689817016,0.218699683821255,4.8078835493587,-2.60715427057316,20.8207242239275,3.966034911095,10.804244580369,0.581547859310399,0,1060.1567377591,14.6395195388586,-0.208582332358884,-0.0596870045659034,0.216954206887817,-15.9687708185324,-479.426991102686,1.34254753431072,13.8088256362949,0.455012285089975,0,1581,7.18276114154258,2.87805496224653,-0.908028178730788,3.0178991929952,17.5105187662914,34.7456880816281,2.73709911907472,4.54317592760441,1.38299405686732,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.5,4.49782618243526,4.37266996027105,-0.203084849477217,4.37738346932777,2.65914172302155,22.8693226126312,4.37356837571,9.62101857205403,0.653068618475618,0,467.5,4.95611889760213,4.79270456389254,0.229543870070219,4.79819835199038,-2.74205353899686,20.8650457517002,3.96846298241173,10.6013238451382,0.592679310524133,0,1060.04776640828,14.5395195388586,-0.206475457170723,-0.0608025442583443,0.215241872790001,-16.4085578277266,-484.319063244962,1.35178302408492,13.7159097916148,0.458094680020484,0,1589.5,7.12610775351682,2.89929269754731,-0.940888115973181,3.04814182623295,17.9794560309642,34.4911709275149,2.75887614297387,4.48323859925562,1.40148358559877,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
476,4.49545509703789,4.3651468715754,-0.212763750901368,4.37032900639324,2.79047310303993,22.9087366226258,4.37587966751804,9.44423339713843,0.665293311057239,0,476,4.95300314858461,4.78217994093375,0.241105515148196,4.78825405099855,-2.88626556027451,20.9109655502579,3.97096339753285,10.4054687995475,0.603834909144393,0,1059.94926123239,14.4395195388586,-0.204343092646659,-0.0619591427070965,0.213529939065695,-16.8678984998107,-489.373037790495,1.3611464693494,13.6228403254605,0.461224323053732,0,1598,7.07159976493077,2.91991997046875,-0.974145552120894,3.07813128223263,18.4497625559514,34.2475139768802,2.7801582396826,4.42528145490036,1.41983857325546,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
484.5,4.49303307035269,4.35750865966588,-0.223774821544408,4.3632507250696,2.93977608286792,22.9488930052219,4.37824314199478,9.27354606883941,0.677538587778421,0,484.5,4.94979855203652,4.77128666837453,0.252935829745897,4.77798629192024,-3.03452793950096,20.9587071476608,3.97353840526813,10.2163024809835,0.615015590902385,0,1059.84348386231,14.3395195388586,-0.202129114652276,-0.0631357151058766,0.21175999979232,-17.3463717648304,-494.733280616355,1.37064054809827,13.5298463944904,0.464394430208626,0,1606.5,7.01910120127962,2.93994736759246,-1.00778108424675,3.10787921869229,18.9211414117502,34.0142143707459,2.80096863377812,4.36918842283201,1.43806691291811,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
493,4.49055333131289,4.34960335748181,-0.234724345078494,4.35593214887348,3.08894420788731,22.9906020805297,4.38066558276167,9.10862744688212,0.689805938800397,0,493,4.94651008518814,4.76004017253906,0.264998504492103,4.76741089602824,-3.18645190058538,21.0082260601298,3.97618428271907,10.0334890166088,0.62622137690875,0,1059.74786590066,14.2395195388586,-0.199865275698354,-0.0643417678419227,0.209966643824687,-17.8447010697189,-500.337037790019,1.38026801358865,13.4367050852768,0.467613545679763,0,1615,6.96850613157475,2.95937323569086,-1.04179111893996,3.13739042575602,19.3936488418676,33.7909388359577,2.82132155259574,4.31486447775526,1.45617210912921,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
501.5,4.48801450474127,4.34146601466003,-0.245894860221058,4.3484240178174,3.24169331463245,23.0336940706953,4.38314852724811,8.94918146508728,0.702096089088334,0,501.5,4.94312013830811,4.74840566288028,0.277892828451904,4.7565303282307,-3.3493233242763,21.0597002656555,3.97891550423515,9.85667026581877,0.637455158560857,0,1059.64518889486,14.1395195388586,-0.19751901225533,-0.0655763860367927,0.208120211916017,-18.3661857337961,-506.280377054192,1.39003169700361,13.3436358575885,0.470875057910572,0,1623.5,6.91969518935643,2.9782062957177,-1.07614942648506,3.16667180616759,19.8668892895628,33.5772576076371,2.84123918687195,4.26220830881209,1.47416194891018,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
510,4.48542113306753,4.33311798917662,-0.258072076573153,4.34079632150977,3.40839890602066,23.0780699371175,4.38568772678516,8.79494339817163,0.714408839570905,0,510,4.93963352497409,4.73636554216805,0.291329504588622,4.7453167891386,-3.51977649830706,21.1132352665131,3.98172852831514,9.68555593132174,0.648717053696488,0,1059.53493170742,14.0395195388586,-0.195116997044532,-0.0668371506052606,0.206247053886125,-18.9088495628328,-512.513012780618,1.39993451022907,13.2506433895805,0.474179639618124,0,1632,6.87258031864618,2.99643947864803,-1.11085791822276,3.19572446617018,20.3410511731227,33.372941690489,2.86073340590659,4.21113990113124,1.49203908079419,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
518.5,4.48275988799452,4.32451857129511,-0.27046710654096,4.33296818926668,3.57877189200626,23.1239612806315,4.38829644522901,8.64563141368277,0.726746839708627,0,518.5,4.93605566043171,4.72393106755838,0.305327419816556,4.7337880776747,-3.69812182833989,21.1688101646424,3.98461931589051,9.51987591211515,0.66000705946004,0,1059.43526419335,13.9395195388586,-0.192651209225375,-0.0681325137269312,0.20434414071059,-19.4765144356494,-519.072786524865,1.40997944875028,13.1575000474164,0.477536407717009,0,1640.5,6.82706002004196,3.01408094063811,-1.14585928865631,3.22454297941861,20.8152376365676,33.1776093507392,2.87982373830825,4.16157270346965,1.50981029406048,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
527,4.48004146773439,4.31566856819737,-0.283467983530707,4.3249681256876,3.75798606701495,23.1713808462751,4.39096441965481,8.50102745300643,0.739108930292597,0,527,4.93236738522572,4.71106830235572,0.319906100646874,4.72191745614977,-3.88471852106603,21.2266079755193,3.98760371201621,9.35933090175658,0.671328471354757,0,1059.32823867489,13.8395195388586,-0.190103947957351,-0.0694575223734223,0.202395302423811,-20.0705857834091,-526.028002440193,1.42016959467392,13.0644299222783,0.480938345152367,0,1649,6.78304759058781,3.031117082914,-1.18122918688875,3.25314819248846,21.29090955036,32.991137347906,2.89852564538748,4.11343092212724,1.52748044786182,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
535.5,4.4772582726165,4.30655512387961,-0.296966756265364,4.31678193673719,3.94469569828814,23.2204156509006,4.39369933331149,8.36089313280392,0.751496904383043,0,535.5,4.92857393654705,4.69774199169039,0.335132280703705,4.70968082422375,-4.08051151957897,21.2868225153457,3.99067788098352,9.20368615601691,0.682681395331147,0,1059.22318295125,13.7395195388586,-0.187492347959037,-0.0708174774672673,0.200420796470874,-20.691983474218,-533.355100027056,1.43050811988236,12.9713168669298,0.484390703861261,0,1657.5,6.74047416337212,3.04754838163005,-1.21686367459812,3.28151007021651,21.7664629752941,32.8132608501896,2.91684877032394,4.06665107895754,1.54505148958839,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
