S0 f (kHz),S0 Phase velocity (m/ms),S0 Energy velocity 1 (m/ms),S0 Energy velocity 2 (m/ms),S0 Energy velocity absolute (m/ms),S0 Skew angle (deg),S0 Propagation time (micsec),S0 Coincidence angle (deg),S0 Wavelength (mm),S0 Wavenumber (rad/mm),S0 Attenuation (Np/m),S1 f (kHz),S1 Phase velocity (m/ms),S1 Energy velocity 1 (m/ms),S1 Energy velocity 2 (m/ms),S1 Energy velocity absolute (m/ms),S1 Skew angle (deg),S1 Propagation time (micsec),S1 Coincidence angle (deg),S1 Wavelength (mm),S1 Wavenumber (rad/mm),S1 Attenuation (Np/m),S2 f (kHz),S2 Phase velocity (m/ms),S2 Energy velocity 1 (m/ms),S2 Energy velocity 2 (m/ms),S2 Energy velocity absolute (m/ms),S2 Skew angle (deg),S2 Propagation time (micsec),S2 Coincidence angle (deg),S2 Wavelength (mm),S2 Wavenumber (rad/mm),S2 Attenuation (Np/m),S3 f (kHz),S3 Phase velocity (m/ms),S3 Energy velocity 1 (m/ms),S3 Energy velocity 2 (m/ms),S3 Energy velocity absolute (m/ms),S3 Skew angle (deg),S3 Propagation time (micsec),S3 Coincidence angle (deg),S3 Wavelength (mm),S3 Wavenumber (rad/mm),S3 Attenuation (Np/m),S4 f (kHz),S4 Phase velocity (m/ms),S4 Energy velocity 1 (m/ms),S4 Energy velocity 2 (m/ms),S4 Energy velocity absolute (m/ms),S4 Skew angle (deg),S4 Propagation time (micsec),S4 Coincidence angle (deg),S4 Wavelength (mm),S4 Wavenumber (rad/mm),S4 Attenuation (Np/m)
85,4.55672003269709,4.55287855394873,-0.00502532557129007,4.55288132734682,0.0632412715545763,21.9641263906039,4.31693377607636,53.6084709729069,0.117205083322653,0,85,5.02883903038218,5.02439105136077,0.00563479460938508,5.02439421103724,-0.0642565060894727,19.9029094228079,3.91098659194732,59.1628121221433,0.106201599988313,0,1064.0736154446,19.0395195388586,-0.259064084546558,-0.0278872029832614,0.260560733788067,-6.14400076120623,-386.00487665062,1.03224850338161,17.8930473066034,0.35115233305513,0,1255.39302065969,19.0445140380477,1.12279284379451,-0.014556495998512,1.12288719898835,0.742771978842387,89.0636242942619,1.03197776284419,15.1701608377909,0.414180533374922,0,1343,13.4139202164521,2.15132347670986,0.169828215870891,2.15801629380987,-4.51364143169619,46.4830143316875,1.46523867040136,9.98802696682956,0.629071720375423,0
93.5,4.5563190504287,4.55166617956876,-0.00608898547582402,4.55167025233311,0.0766473083496829,21.9699767194866,4.31731441169978,48.730685031323,0.128936937848111,0,93.5,5.02837230461059,5.02298238979756,0.00684703011245773,5.022987056527,-0.0781021421560112,19.9084910596372,3.91135016863219,53.7793829370117,0.116832603202954,0,1063.99907231409,18.9395195388586,-0.258553932096169,-0.0283484698599096,0.260103386263595,-6.25705285677882,-386.766502405405,1.0376993337732,17.800315838309,0.352981675395736,0,1255.80774309231,18.9445140380477,1.12863767596306,-0.0150321798699304,1.12873777735794,0.763069990491464,88.6023939566527,1.03742572659575,15.0855209662894,0.41650436343698,0,1351.5,12.9919752995785,2.20081308695047,0.189169858746855,2.20892812901433,-4.91275687449146,45.4377523438685,1.51283662589997,9.61300429121604,0.653613076290925,0
102,4.55587421072471,4.55033735832854,-0.0072686995193426,4.55034316382765,0.0915240822784715,21.9763925452623,4.31773675796414,44.6654334384776,0.140672211674249,0,102,5.02785453070774,5.02144112235462,0.00781682937504109,5.0214472065427,-0.089191720001875,19.9146017175859,3.91175359067979,49.2926914775269,0.127466874273728,0,1063.92590114304,18.8395195388586,-0.258022648079423,-0.028817545739592,0.259626920530925,-6.37273290439077,-387.562877694436,1.0432080396252,17.7075485413205,0.354830895565119,0,1256.23394930469,18.8445140380477,1.13454706341401,-0.0155596489461529,1.13465375413677,0.785728823061548,88.1409006507728,1.04293152003438,15.0007998498034,0.418856685649462,0,1360,12.6104601130604,2.24780702631576,0.209054996638788,2.25750756791072,-5.31345064230442,44.4878047044384,1.55861691155257,9.27239714195618,0.677622540426912,0
110.5,4.55538905742255,4.54889181967217,-0.00848749705464991,4.54889973781426,0.10690454176874,21.9833761637371,4.31819747366367,41.2252403386656,0.152411126182969,0,110.5,5.02729954180562,5.01975139566111,0.00959910174978187,5.01976057367242,-0.109564658413985,19.9213052834522,3.9121861011754,45.4959234552545,0.138104358148904,0,1063.84732807346,18.7395195388586,-0.257466682747842,-0.0292951367064824,0.259127956345565,-6.49132528343734,-388.399768594285,1.04877554766825,17.6148579258965,0.356698040575301,0,1256.663284375,18.7445140380477,1.14051515471015,-0.0160184445278533,1.14062763805223,0.804661754403798,87.6796766680524,1.04849606891092,14.9160990625824,0.421235155439614,0,1368.5,12.2635348289942,2.29253138899512,0.229460480604842,2.30398617219968,-5.7157237444365,43.6199043904182,1.60272024377775,8.96129691559682,0.70114687264116,0
119,4.55486903372679,4.54732936333063,-0.00990884194634925,4.54734015923129,0.124849967848751,21.990929622647,4.31869141259407,38.276210367452,0.164153798060491,0,119,5.02669685854473,5.0179266137225,0.0111715569964316,5.01793904948937,-0.127559061387068,19.9285497174332,3.91265588896409,42.2411500718044,0.148745602250388,0,1063.770201134,18.6395195388586,-0.25689078965138,-0.0297818002335013,0.258611355962683,-6.61287966580857,-389.27047612609,1.05440280452599,17.5221297973835,0.358585707321825,0,1257.09833333333,18.6445140380477,1.14654382389375,-0.0165344237661182,1.1466630399896,0.826210925279756,87.2186460875016,1.05412031884287,14.8313887177065,0.423641064688594,0,1377,11.946455996564,2.33517721376985,0.250367900923629,2.34856056032686,-6.11963560924178,42.8233024073418,1.64527065215975,8.67571241580536,0.724227015147819,0
127.5,4.5543116333279,4.54564954740032,-0.011367340060966,4.54566376057455,0.143279688711706,21.9990562310705,4.31922097899333,35.7200912417875,0.175900595120237,0,127.5,5.0260423821911,5.01596173572964,0.0128501249384045,5.01597819572762,-0.146782681623541,19.9363562300887,3.9131661770453,39.4199402524792,0.159391040852337,0,1063.69449370875,18.5395195388586,-0.256288770765728,-0.0302770608857059,0.258070987204073,-6.73749586526213,-390.184867254326,1.06009077725173,17.4293649619426,0.360494218859898,0,1257.54458333333,18.5445140380477,1.15263983743081,-0.0170507709710204,1.15276594485751,0.847503211024558,86.7573692601989,1.05980523585017,14.7466056343643,0.426076716430102,0,1385.5,11.6553261896819,2.37590896976916,0.271760454342125,2.39140067265479,-6.52522911044735,42.0891546235106,1.68637838216228,8.41236101745359,0.746899151634543,0
136,4.55371678258971,4.54385215475789,-0.013002373292952,4.54387075806621,0.163953195347421,22.007758305976,4.31978626904503,33.483211636689,0.187651811163025,0,136,5.02535006892328,5.01385488377918,0.0147446321918236,5.01387656407443,-0.168493659932098,19.9447336067743,3.91370611115772,36.9511034479653,0.170040532511501,0,1063.61319714473,18.4395195388586,-0.255670899532656,-0.0307822277548075,0.257517289542637,-6.86524414228507,-391.127813852853,1.06584045388259,17.3366780220098,0.362421526154133,0,1258,18.4445140380477,1.15880176235835,-0.0175932082821968,1.1589353068323,0.869811538683169,86.2960372069883,1.0655518069085,14.6617758649028,0.428541901409107,0,1394,11.3869306759771,2.4148647741415,0.293625016636663,2.43265030939187,-6.93260113156154,41.4101862227671,1.7261390350766,8.16852989668372,0.769194137335588,0
144.5,4.55307638859188,4.54193684843259,-0.0148635671348035,4.54196116900814,0.187500763147712,22.017038839831,4.32039500469183,31.5091791598054,0.199408092331225,0,144.5,5.02460475042089,5.01160435137819,0.0166087418119483,5.01163187246005,-0.189880776356535,19.9536900738184,3.91428755067773,34.7723512139854,0.180694864966522,0,1063.53339683649,18.3395195388586,-0.25502999074259,-0.0312968342466929,0.256943161053239,-6.99625708221999,-392.110746304082,1.07165284401185,17.24395265199,0.36437036414934,0,1266.5,16.8395201422733,1.26743406227739,-0.0284168618834356,1.2677525863749,1.28440094983513,78.8995680140672,1.16712420437449,13.2961074948861,0.472558251322516,0,1402.5,11.1385764604658,2.45216646242707,0.315945873622859,2.47243648139065,-7.34174494881826,40.7802657495868,1.76463839146401,7.94194400033209,0.79113946244356,0
153,4.55239897181605,4.53990276855964,-0.0166063377540288,4.53993314030383,0.209579119082139,22.0269034598128,4.32103911980206,29.7542416458565,0.211169398365579,0,153,5.02381634319259,5.00921167603701,0.0186753114669457,5.00924648850542,-0.213608775162957,19.9632210549972,3.91490279288003,32.8354009358993,0.191353999893149,0,1063.45506524558,18.2395195388586,-0.254360809896755,-0.0318207145010452,0.256343479501021,-7.13069700622421,-393.142324246372,1.07752897938,17.1511896787539,0.36634107749172,0,1275,15.6122713078076,1.36514803509992,-0.0405037807971006,1.36574877411478,1.6994604415531,73.2521290210705,1.25888368780312,12.2449186727903,0.513125932076756,0,1411,10.9079789309651,2.4879208661833,0.338711161994311,2.51087145980232,-7.75271310276847,40.1942044697784,1.80195548577931,7.73067252371731,0.812760505363937,0
161.5,4.55168239188286,4.53774880227408,-0.0187112816334552,4.53778737983615,0.236256222516336,22.0373591305639,4.32172068208382,28.1837919002035,0.222936123337407,0,161.5,5.02297496485363,5.00666524495446,0.0208850680424675,5.00670880530334,-0.239005256865658,19.9733745132604,3.91555958520437,31.1020121662763,0.202018611322916,0,1063.37095078555,18.1395195388586,-0.253661330284271,-0.0323548022427977,0.255716451777661,-7.26889397358239,-394.226427370434,1.08346991448546,17.058505806895,0.368331516154243,0,1283.5,14.6358815725564,1.45422015780014,-0.0537073964337811,1.45521158316719,2.1150918511683,68.7653787933144,1.34288130560278,11.403102121197,0.551006668220562,0,1419.5,10.6932012322704,2.52222246606283,0.361914115819521,2.54805572849996,-8.16564326245647,39.6475732595068,1.83816086242408,7.53307589451949,0.834079650219742,0
170,4.55093110260916,4.535477807029,-0.0206611879915242,4.53552486739317,0.261006829554165,22.0483936323141,4.32243548867789,26.7701829565245,0.234708343883329,0,170,5.02209283225138,5.00397812879771,0.023271695351749,5.00403224263098,-0.266460060110165,19.9841001351512,3.91624842778027,29.5417225426552,0.212688522076102,0,1063.29491511545,18.0395195388586,-0.25295095373829,-0.0328985982950127,0.255081364993382,-7.4102475564811,-395.333555861832,1.08947672721561,16.9656783667586,0.370346836203759,0,1292,13.836002782345,1.5362235661222,-0.0679163145064388,1.53772412053832,2.53139322985914,65.0946920782006,1.42053063927663,10.7089804816912,0.586721146604174,0,1428,10.4925955003993,2.55515251144739,0.385541401939589,2.58407556572277,-8.5805083187259,39.1366071308809,1.87331668473509,7.34775595266056,0.855116221559386,0
178.5,4.55013637942433,4.53308573470299,-0.0228677340169878,4.53314341394874,0.289033477134622,22.0600283895915,4.32319187767503,25.4909601088198,0.246486804747916,0,178.5,5.02115970135806,5.00113916162427,0.0256938683151518,5.00120516363815,-0.29436038750388,19.9954443914178,3.91697735811444,28.1297462260956,0.223364450453192,0,1063.21326607375,17.9395195388586,-0.252209392839548,-0.0334522212584032,0.254418216611182,-7.55542276516139,-396.495938847205,1.09555051949886,16.8729267319115,0.372382658148826,0,1300.5,13.165831513403,1.61230045975746,-0.0830405586785707,1.61443752028989,2.94837920610205,62.0231789892579,1.49285490421232,10.1236689837778,0.620643100564411,0,1436.5,10.3047308259619,2.58678564056057,0.409586053571884,2.61901139468521,-8.99739537732048,38.6580157365994,1.90748147243062,7.17349866060694,0.875888545387694,0
187,4.54930316183523,4.5305732941432,-0.025211474312016,4.53064344128299,0.318832975312091,22.0722618325749,4.32398518885506,24.3278243948408,0.258271566137746,0,187,5.02018137193709,4.99815305773188,0.0283096912477561,4.99823323056589,-0.324521571044252,20.0073904990375,3.91774188768149,26.8458896895032,0.234046454777632,0,1063.12558925043,17.8395195388586,-0.251422528540422,-0.0340175779769697,0.25371338843088,-7.70535276098938,-397.736832019501,1.10169241797873,16.7802559916148,0.374439180803876,0,1309,12.5942479657556,1.68331269552762,-0.0990111555525706,1.68622206125063,3.36621513912695,59.4066689247275,1.56062376212866,9.62127422899587,0.653051265106216,0,1445,10.1283603057272,2.61718934209062,0.434039223849858,2.65293612817816,-9.41632845150441,38.2089283307717,1.94071006075847,7.00924588631641,0.896413880906325,0
195.5,4.54842177385426,4.52793949558261,-0.0276257492702934,4.52802376955771,0.349567215069518,22.0851007610765,4.32482468058335,23.2655845209937,0.27006350523925,0,195.5,5.01914648284648,4.99500186840529,0.0311038190431918,4.99509870902783,-0.356775547097037,20.020012531432,3.91855094176244,25.6733835439718,0.244735381155279,0,1063.04633336495,17.7395195388586,-0.250642537632901,-0.0345937843553891,0.253018599290818,-7.85833815040842,-398.974575283239,1.10790357471074,16.6874377739549,0.376521871858969,0,1317.5,12.0996409775512,1.74993210730115,-0.115768636441894,1.75375732567167,3.78494844060546,57.1450741333194,1.62443542750332,9.18378821825515,0.684160518280477,0,1453.5,9.96241893561449,2.64642275998293,0.458901099979476,2.68591579244734,-9.83751169703604,37.7868576072272,1.97304863265499,6.85408939498761,0.916706063357515,0
204,4.54751421966761,4.52518424737075,-0.0301930505520985,4.52528497367337,0.382284698691562,22.0985477128589,4.32568943574598,22.2917363709196,0.281861637094193,0,204,5.01807116840076,4.99170531527555,0.034003150390088,4.9918211274831,-0.390288839384683,20.0332338717955,3.91939195386206,24.5983880803959,0.255430774026493,0,1062.96122637384,17.6395195388586,-0.249818597327988,-0.0351807255048394,0.252283600374599,-8.01597033150233,-400.290455032495,1.11418516788295,16.5946970606197,0.378626092674508,0,1326,11.6664758441033,1.81269513269733,-0.13326557727491,1.81758723537304,4.20470216018638,55.1664746024875,1.68476624495546,8.79824724291352,0.714140570696093,0,1462,9.80594984779203,2.67454086989263,0.484158061130513,2.71800991405177,-10.2608341190468,37.3895950238422,2.00454442397139,6.70721603816144,0.936779920525999,0
212.5,4.54655419750454,4.52230674556238,-0.032958827479845,4.5224268468675,0.417567490435525,22.1126088136607,4.32660456139064,21.3955491647272,0.29366786796658,0,212.5,5.01693620760689,4.98823997693108,0.0369018297448188,4.98837647060563,-0.423853010613936,20.0471509916255,3.92028000784047,23.6091115652089,0.266133915705607,0,1062.87768576906,17.5395195388586,-0.248966322033441,-0.0357789840156099,0.25152408473951,-8.17799207673673,-401.660751475327,1.12053840256125,16.5019171760744,0.380754868670009,0,1334.5,11.2832862539426,1.87203574938068,-0.151459394585886,1.87815276140351,4.62551169543582,53.4177833051974,1.74199962507821,8.45506650726308,0.743126656872799,0,1470.5,9.65813368784128,2.70159225707603,0.509805138552389,2.7492729953185,-10.6863612980503,37.0152082491647,2.03523646183008,6.56792498323107,0.956646935405251,0
221,4.54555667447572,4.51930606138935,-0.0358195144472766,4.519448009893,0.45411043214896,22.1272909251155,4.32755584479663,20.5681297487589,0.305481605956843,0,221,5.01575957247137,4.98462562104942,0.0403063008745279,4.98478857925916,-0.46329068061825,20.0616871962687,3.92120109534987,22.6957446718161,0.276844201326521,0,1062.79568272142,17.4395195388586,-0.248097254060302,-0.0363898979994907,0.250751813849223,-8.34441172856542,-403.067742038347,1.12696451146021,16.409098966419,0.382908611864554,0,1343,10.9413530273941,1.92831780813059,-0.170314742887754,1.93582454804109,5.04743529692031,51.858671624749,1.79645722784428,8.14694938748633,0.771231660875484,0,1479,9.51821873813102,2.72762438662014,0.535842799017656,2.77975939601685,-11.1142426732839,36.6619394116476,2.06516669364094,6.43557724011563,0.976320394076521,0
229.5,4.54452018570359,4.51618138605438,-0.0389267393344948,4.51634914535837,0.493842574592635,22.1426004519642,4.32854473137962,19.8018308745255,0.317303250744493,0,229.5,5.01452870181006,4.98084597017562,0.0436874284660862,4.98103755958743,-0.502533324107421,20.0769107494553,3.92216510292697,21.8497982649676,0.287562623278477,0,1062.70762575752,17.3395195388586,-0.247171615843592,-0.0370102968773297,0.249927128886962,-8.51592822502695,-404.577198958311,1.1334647557407,16.3163593810656,0.385085003366065,0,1351.5,10.6339664898173,1.98184253257288,-0.189804110674667,1.99091070225259,5.47061988267565,50.4580956137707,1.8484035756966,7.86826969279856,0.798547273097448,0,1487.5,9.38555747360002,2.75267952435926,0.562264861399194,2.80951710053365,-11.5444821690069,36.3282391266658,2.09436995209211,6.30961846964707,0.995810655969986,0
238,4.5434432090888,4.51293467462921,-0.0422206495672622,4.51313216743323,0.536013620948619,22.1585303598963,4.32957272568159,19.0900975171798,0.329133222160082,0,238,5.01324686541044,4.97689920979854,0.0472328458691505,4.97712333443951,-0.54374448112804,20.0928320595924,3.92316953080581,21.0640624597077,0.29828934087137,0,1062.62118947393,17.2395195388586,-0.246244763695353,-0.0376450957089667,0.249105674119073,-8.69189506025307,-406.10000594253,1.14004042583522,16.2235796816676,0.387287234412237,0,1360,10.3558334424446,2.03286803531658,-0.209902378092433,2.04367596681586,5.89514491279678,49.1915846295587,1.89806522823501,7.61458341356221,0.825151550114837,0,1496,9.25956794636644,2.77679696661738,0.589072320291524,2.8385925372179,-11.9772141262444,36.0127158024871,2.12287977908283,6.18955076628773,1.01512784116771,0
246.5,4.54233173556682,4.50955760019659,-0.0452043109950367,4.50978416104622,0.574320081910986,22.1751242285143,4.33063416053307,18.4273092720763,0.340971392752427,0,246.5,5.01191195297239,4.97278380464384,0.0509523463527422,4.97304483282897,-0.587045880164692,20.1094606016483,3.92421609569302,20.3323000120584,0.309024817824508,0,1062.53634404219,17.1395195388586,-0.245280944291678,-0.0382924208389794,0.248251991183005,-8.8731964772091,-407.695755937257,1.14669284230217,16.1307607358211,0.389515746348323,0,1368.5,10.1027225414473,2.08161677291968,-0.230580608595739,2.09434853984739,6.32088292930718,48.0395821656164,1.94563690857496,7.38233287646862,0.851111079968692,0,1504.5,9.13973707999488,2.80001047785956,0.616249528416613,2.86702322233306,-12.4122437493354,35.7141520686179,2.15072579852341,6.07493325356921,1.0342805500765,0
